PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
Rodney Carney,2009,176,423,79,226,50,66,0.41607565,0.349557522,0.757575758
Wally Szczerbiak,2009,179,398,69,168,90,106,0.449748744,0.410714286,0.849056604
Glen Davis,2009,199,450,2,5,130,178,0.442222222,0.4,0.730337079
Steve Novak,2009,176,396,119,286,21,23,0.444444444,0.416083916,0.913043478
Vladimir Radmanovic,2009,196,466,105,262,43,58,0.420600858,0.400763359,0.74137931
Rasho Nesterovic,2009,224,437,0,1,25,32,0.512585812,0,0.78125
Joakim Noah,2009,207,372,0,1,123,182,0.556451613,0,0.675824176
Earl Watson,2009,174,453,20,85,80,106,0.38410596,0.235294118,0.754716981
DeShawn Stevenson,2009,72,231,35,129,32,60,0.311688312,0.271317829,0.533333333
Joe Smith,2009,156,333,3,7,59,82,0.468468468,0.428571429,0.719512195
Ricky Davis,2009,83,245,35,111,31,36,0.33877551,0.315315315,0.861111111
Jordan Farmar,2009,161,412,49,146,45,77,0.390776699,0.335616438,0.584415584
Samuel Dalembert,2009,216,434,0,2,91,124,0.497695853,0,0.733870968
Chris Andersen,2009,160,292,2,10,130,181,0.547945205,0.2,0.718232044
Zaza Pachulia,2009,159,320,0,3,163,230,0.496875,0,0.708695652
Corey Brewer,2009,37,90,5,12,14,19,0.411111111,0.416666667,0.736842105
Jeff Foster,2009,177,353,2,7,96,146,0.501416431,0.285714286,0.657534247
Danilo Gallinari,2009,56,125,32,72,26,27,0.448,0.444444444,0.962962963
JJ Redick,2009,117,299,67,179,81,93,0.391304348,0.374301676,0.870967742
Ronny Turiaf,2009,186,366,0,3,98,124,0.508196721,0,0.790322581
Thabo Sefolosha,2009,152,357,24,87,61,73,0.425770308,0.275862069,0.835616438
Jason Maxiell,2009,184,320,0,1,84,158,0.575,0,0.53164557
Sasha Vujacic,2009,155,401,81,223,70,76,0.386533666,0.3632287,0.921052632
George Hill,2009,150,372,24,73,114,146,0.403225806,0.328767123,0.780821918
Mike Taylor,2009,110,267,13,40,56,81,0.411985019,0.325,0.691358025
Keith Bogans,2009,119,324,74,218,52,57,0.367283951,0.339449541,0.912280702
Darrell Arthur,2009,191,436,0,2,40,60,0.438073394,0,0.666666667
Jared Dudley,2009,136,285,29,74,71,105,0.477192982,0.391891892,0.676190476
Joel Przybilla,2009,168,269,0,1,112,169,0.624535316,0,0.662721893
Dahntay Jones,2009,154,336,11,17,110,151,0.458333333,0.647058824,0.728476821
Stephen Graham,2009,106,256,20,66,50,62,0.4140625,0.303030303,0.806451613
Nicolas Batum,2009,161,361,62,168,42,52,0.44598338,0.369047619,0.807692308
Kyle Weaver,2009,113,246,32,93,41,58,0.459349593,0.344086022,0.706896552
Damien Wilkins,2009,77,213,27,72,37,46,0.361502347,0.375,0.804347826
Bobby Brown,2009,141,360,45,130,34,43,0.391666667,0.346153846,0.790697674
Jared Jeffries,2009,120,273,1,12,55,90,0.43956044,0.083333333,0.611111111
Anthony Carter,2009,167,386,21,88,57,78,0.432642487,0.238636364,0.730769231
Anthony Johnson,2009,154,381,52,133,61,81,0.404199475,0.390977444,0.75308642
Gerald Green,2009,79,180,14,46,27,32,0.438888889,0.304347826,0.84375
Mardy Collins,2009,105,247,13,31,28,46,0.425101215,0.419354839,0.608695652
Juan Dixon,2009,101,256,25,75,34,39,0.39453125,0.333333333,0.871794872
Devin Brown,2009,111,313,28,97,78,100,0.354632588,0.288659794,0.78
Chris Quinn,2009,118,289,56,137,47,58,0.408304498,0.408759124,0.810344828
James Singleton,2009,117,221,13,40,67,78,0.529411765,0.325,0.858974359
Pops Mensah-Bonsu,2009,39,103,0,2,33,48,0.378640777,0,0.6875
Javaris Crittenton,2009,131,285,2,15,53,92,0.459649123,0.133333333,0.576086957
Luke Walton,2009,134,307,17,57,41,57,0.436482085,0.298245614,0.719298246
Renaldo Balkman,2009,110,197,2,7,42,65,0.558375635,0.285714286,0.646153846
Will Solomon,2009,105,245,28,86,25,34,0.428571429,0.325581395,0.735294118
Chris Douglas-Roberts,2009,81,176,3,12,51,62,0.460227273,0.25,0.822580645
Arron Afflalo,2009,131,300,43,107,58,71,0.436666667,0.401869159,0.816901408
Tony Battie,2009,158,323,2,9,54,82,0.489164087,0.222222222,0.658536585
Dontell Jefferson,2009,11,22,1,2,6,9,0.5,0.5,0.666666667
Hilton Armstrong,2009,138,246,0,2,62,98,0.56097561,0,0.632653061
Joe Alexander,2009,102,245,16,46,58,83,0.416326531,0.347826087,0.698795181
Luther Head,2009,55,144,20,54,19,24,0.381944444,0.37037037,0.791666667
Sasha Pavlovic,2009,116,275,48,117,25,54,0.421818182,0.41025641,0.462962963
Alando Tucker,2009,52,121,8,23,26,33,0.429752066,0.347826087,0.787878788
Dominic McGuire,2009,140,324,2,4,74,102,0.432098765,0.5,0.725490196
Joe Crawford,2009,3,10,1,4,2,2,0.3,0.25,1
Goran Dragic,2009,88,224,20,54,50,65,0.392857143,0.37037037,0.769230769
Sergio Rodriguez,2009,129,329,37,114,61,77,0.392097264,0.324561404,0.792207792
Morris Peterson,2009,73,183,33,85,12,19,0.398907104,0.388235294,0.631578947
Matt Harpring,2009,111,241,0,2,55,72,0.460580913,0,0.763888889
Julian Wright,2009,109,234,2,21,17,30,0.465811966,0.095238095,0.566666667
Kurt Thomas,2009,153,304,0,2,37,45,0.503289474,0,0.822222222
Desmon Farmer,2009,4,14,3,12,2,2,0.285714286,0.25,1
Ime Udoka,2009,110,287,41,125,28,46,0.383275261,0.328,0.608695652
Jerryd Bayless,2009,69,189,7,27,83,103,0.365079365,0.259259259,0.805825243
Quincy Douby,2009,42,110,14,46,17,19,0.381818182,0.304347826,0.894736842
James Jones,2009,55,149,33,96,26,31,0.369127517,0.34375,0.838709677
Lou Amundson,2009,134,250,0,1,53,120,0.536,0,0.441666667
Shannon Brown,2009,78,165,14,37,32,39,0.472727273,0.378378378,0.820512821
Jerry Stackhouse,2009,16,60,3,19,7,7,0.266666667,0.157894737,1
Brian Skinner,2009,92,205,0,2,30,47,0.448780488,0,0.638297872
Roko Leni Ukic,2009,123,324,11,62,44,60,0.37962963,0.177419355,0.733333333
Channing Frye,2009,113,267,11,33,26,36,0.423220974,0.333333333,0.722222222
Tyronn Lue,2009,71,162,27,62,14,19,0.438271605,0.435483871,0.736842105
Shelden Williams,2009,70,157,0,2,46,63,0.445859873,0,0.73015873
Ike Diogu,2009,39,74,1,2,40,53,0.527027027,0.5,0.754716981
Anthony Roberson,2009,44,120,26,81,5,5,0.366666667,0.320987654,1
DeMarcus Nelson,2009,24,54,0,3,5,14,0.444444444,0,0.357142857
Antonio Daniels,2009,99,236,22,60,80,100,0.419491525,0.366666667,0.8
Dan Gadzuric,2009,117,244,0,2,37,68,0.479508197,0,0.544117647
Kevin Ollie,2009,61,150,0,1,80,96,0.406666667,0,0.833333333
Adam Morrison,2009,80,223,32,96,17,23,0.358744395,0.333333333,0.739130435
Ronnie Price,2009,77,203,19,61,34,45,0.379310345,0.31147541,0.755555556
Paul Davis,2009,40,98,0,1,27,34,0.408163265,0,0.794117647
Mark Blount,2009,30,78,11,27,8,13,0.384615385,0.407407407,0.615384615
Rob Kurz,2009,51,131,15,38,40,50,0.389312977,0.394736842,0.8
Quinton Ross,2009,99,259,33,88,34,42,0.382239382,0.375,0.80952381
Sean May,2009,39,98,1,1,14,20,0.397959184,1,0.7
Stephon Marbury,2009,38,111,6,25,6,13,0.342342342,0.24,0.461538462
Walter Herrmann,2009,82,207,41,120,19,25,0.396135266,0.341666667,0.76
Donte Greene,2009,77,236,26,100,29,34,0.326271186,0.26,0.852941176
Marcin Gortat,2009,106,187,1,1,26,45,0.56684492,1,0.577777778
Donyell Marshall,2009,33,73,25,55,3,6,0.452054795,0.454545455,0.5
Travis Diener,2009,74,179,46,118,12,15,0.413407821,0.389830508,0.8
Brent Barry,2009,70,172,49,131,19,20,0.406976744,0.374045802,0.95
Morris Almond,2009,33,81,5,17,21,26,0.407407407,0.294117647,0.807692308
Trenton Hassell,2009,86,191,2,8,20,25,0.45026178,0.25,0.8
Oleksiy Pecherov,2009,39,101,14,43,24,29,0.386138614,0.325581395,0.827586207
Darius Miles,2009,48,99,1,6,23,31,0.484848485,0.166666667,0.741935484
Aaron Gray,2009,81,167,0,1,34,59,0.48502994,0,0.576271186
Brian Scalabrine,2009,48,114,24,61,16,18,0.421052632,0.393442623,0.888888889
Devean George,2009,54,142,22,76,17,22,0.38028169,0.289473684,0.772727273
Malik Rose,2009,45,131,0,7,40,51,0.34351145,0,0.784313725
Francisco Elson,2009,83,169,1,4,33,39,0.49112426,0.25,0.846153846
Yakhouba Diawara,2009,76,217,51,163,10,19,0.350230415,0.312883436,0.526315789
Malik Hairston,2009,24,49,0,1,2,7,0.489795918,0,0.285714286
Reggie Evans,2009,79,178,0,1,104,175,0.443820225,0,0.594285714
Johan Petro,2009,73,176,0,2,16,29,0.414772727,0,0.551724138
Stromile Swift,2009,24,56,1,1,13,26,0.428571429,1,0.5
Sean Marks,2009,80,165,2,10,30,44,0.484848485,0.2,0.681818182
Malik Allen,2009,73,170,0,1,10,21,0.429411765,0,0.476190476
Robin Lopez,2009,71,137,0,1,47,68,0.518248175,0,0.691176471
Jeremy Richardson,2009,14,49,6,17,3,6,0.285714286,0.352941176,0.5
Henry Walker,2009,36,58,0,1,16,23,0.620689655,0,0.695652174
Matt Carroll,2009,65,171,13,53,21,25,0.380116959,0.245283019,0.84
Solomon Jones,2009,67,111,1,2,53,74,0.603603604,0.5,0.716216216
Chucky Atkins,2009,34,113,15,57,15,16,0.300884956,0.263157895,0.9375
Brian Cardinal,2009,65,169,30,92,30,35,0.384615385,0.326086957,0.857142857
Royal Ivey,2009,69,208,39,114,34,43,0.331730769,0.342105263,0.790697674
Acie Law,2009,52,139,9,29,49,60,0.374100719,0.310344828,0.816666667
Eduardo Najera,2009,33,74,5,25,8,22,0.445945946,0.2,0.363636364
Alex Acker,2009,30,76,7,20,5,10,0.394736842,0.35,0.5
Austin Croshere,2009,14,39,5,15,7,12,0.358974359,0.333333333,0.583333333
Shawne Williams,2009,16,56,1,17,9,11,0.285714286,0.058823529,0.818181818
Anthony Tolliver,2009,19,65,9,41,5,10,0.292307692,0.219512195,0.5
Bruce Bowen,2009,79,187,42,98,14,26,0.422459893,0.428571429,0.538461538
Blake Ahearn,2009,2,6,2,4,2,2,0.333333333,0.5,1
DJ Mbenga,2009,27,57,0,1,7,8,0.473684211,0,0.875
Fabricio Oberto,2009,61,104,0,1,20,35,0.586538462,0,0.571428571
Lindsey Hunter,2009,27,82,16,48,3,5,0.329268293,0.333333333,0.6
Cartier Martin,2009,28,77,10,33,20,25,0.363636364,0.303030303,0.8
Patrick O'Bryant,2009,45,84,0,2,11,20,0.535714286,0,0.55
Marko Jaric,2009,48,145,11,28,29,41,0.331034483,0.392857143,0.707317073
Marcus Banks,2009,21,57,3,19,11,18,0.368421053,0.157894737,0.611111111
Maceo Baston,2009,25,46,0,1,17,27,0.543478261,0,0.62962963
Brian Cook,2009,28,76,13,30,5,6,0.368421053,0.433333333,0.833333333
Greg Buckner,2009,61,159,13,51,20,25,0.383647799,0.254901961,0.8
Sean Singletary,2009,31,85,10,25,18,21,0.364705882,0.4,0.857142857
Brevin Knight,2009,66,189,0,6,48,64,0.349206349,0,0.75
Josh McRoberts,2009,35,83,0,10,10,13,0.421686747,0,0.769230769
Dee Brown,2009,18,49,7,24,3,5,0.367346939,0.291666667,0.6
Alexis Ajinca,2009,25,69,0,2,20,28,0.362318841,0,0.714285714
Jacque Vaughn,2009,24,75,1,1,16,18,0.32,1,0.888888889
Kareem Rush,2009,20,58,10,33,4,4,0.344827586,0.303030303,1
Tarence Kinsey,2009,31,69,7,18,33,38,0.449275362,0.388888889,0.868421053
Jason Hart,2009,30,94,0,6,18,23,0.319148936,0,0.782608696
Gabe Pruitt,2009,31,101,14,48,17,21,0.306930693,0.291666667,0.80952381
Darnell Jackson,2009,37,86,0,2,24,35,0.430232558,0,0.685714286
Shavlik Randolph,2009,8,13,1,1,1,4,0.615384615,1,0.25
Demetris Nichols,2009,3,9,0,2,1,2,0.333333333,0,0.5
Maurice Ager,2009,15,43,0,6,4,8,0.348837209,0,0.5
Sonny Weems,2009,8,25,0,3,3,8,0.32,0,0.375
Thomas Gardner,2009,9,36,4,23,2,4,0.25,0.173913043,0.5
Marcus Williams,2009,4,17,2,6,2,6,0.235294118,0.333333333,0.333333333
Charles Hayes,2009,42,113,0,4,7,19,0.371681416,0,0.368421053
Walter Sharpe,2009,4,11,0,2,0,2,0.363636364,0,0
Cheikh Samb,2009,6,32,0,3,3,7,0.1875,0,0.428571429
Mario West,2009,14,34,1,1,14,30,0.411764706,1,0.466666667
Kevin Durant,2010,794,1668,128,351,756,840,0.476019185,0.364672365,0.9
LeBron James,2010,768,1528,129,387,593,773,0.502617801,0.333333333,0.767141009
Carmelo Anthony,2010,688,1502,59,187,508,612,0.458055925,0.315508021,0.830065359
Kobe Bryant,2010,716,1569,99,301,439,541,0.456341619,0.328903654,0.811460259
Dwyane Wade,2010,719,1511,73,243,534,702,0.475843812,0.300411523,0.760683761
Monta Ellis,2010,631,1406,77,228,292,388,0.448790896,0.337719298,0.75257732
Dirk Nowitzki,2010,720,1496,51,121,536,586,0.481283422,0.421487603,0.914675768
Danny Granger,2010,488,1139,158,438,363,428,0.428446005,0.360730594,0.848130841
Chris Bosh,2010,600,1158,8,22,470,590,0.518134715,0.363636364,0.796610169
Amar'e Stoudemire,2010,704,1264,1,6,487,632,0.556962025,0.166666667,0.77056962
Gilbert Arenas,2010,253,616,63,181,153,207,0.410714286,0.348066298,0.739130435
Brandon Roy,2010,491,1038,73,221,343,440,0.473025048,0.330316742,0.779545455
Joe Johnson,2010,635,1386,129,350,220,269,0.458152958,0.368571429,0.817843866
Derrick Rose,2010,672,1373,16,60,259,338,0.489439184,0.266666667,0.766272189
Zach Randolph,2010,652,1336,15,52,362,465,0.488023952,0.288461538,0.778494624
Stephen Jackson,2010,600,1418,129,393,338,434,0.423131171,0.328244275,0.778801843
Kevin Martin,2010,289,693,70,210,298,340,0.417027417,0.333333333,0.876470588
David Lee,2010,686,1258,0,8,268,330,0.545310016,0,0.812121212
Tyreke Evans,2010,533,1165,36,141,348,465,0.45751073,0.255319149,0.748387097
Corey Maggette,2010,457,886,13,50,460,551,0.515801354,0.26,0.834845735
Rudy Gay,2010,600,1288,66,202,301,400,0.465838509,0.326732673,0.7525
Aaron Brooks,2010,575,1331,209,525,245,298,0.432006011,0.398095238,0.822147651
Chauncey Billups,2010,402,962,157,407,466,512,0.417879418,0.385749386,0.91015625
David West,2010,619,1226,7,27,296,342,0.504893964,0.259259259,0.865497076
Brook Lopez,2010,563,1129,0,2,416,509,0.498671391,0,0.817288802
Antawn Jamison,2010,478,1036,85,247,194,300,0.461389961,0.344129555,0.646666667
Chris Paul,2010,314,637,52,127,161,190,0.492935636,0.409448819,0.847368421
Deron Williams,2010,494,1053,96,259,335,418,0.469135802,0.370656371,0.801435407
Chris Kaman,2010,589,1202,0,6,230,307,0.490016639,0,0.749185668
Dwight Howard,2010,510,834,0,7,483,816,0.611510791,0,0.591911765
Pau Gasol,2010,452,844,0,5,286,362,0.535545024,0,0.790055249
Paul Pierce,2010,409,867,109,263,369,433,0.471741638,0.414448669,0.852193995
Gerald Wallace,2010,456,943,52,140,422,544,0.483563097,0.371428571,0.775735294
Richard Hamilton,2010,293,717,41,138,204,241,0.408647141,0.297101449,0.846473029
Jamal Crawford,2010,496,1105,163,427,270,315,0.448868778,0.381733021,0.857142857
Tim Duncan,2010,561,1082,2,11,271,374,0.518484288,0.181818182,0.72459893
LaMarcus Aldridge,2010,579,1169,5,16,230,304,0.495295124,0.3125,0.756578947
Al Harrington,2010,448,1030,140,409,240,317,0.434951456,0.342298289,0.757097792
Luol Deng,2010,473,1014,32,83,252,330,0.466469428,0.385542169,0.763636364
Stephen Curry,2010,528,1143,166,380,177,200,0.461942257,0.436842105,0.885
O.J. Mayo,2010,542,1183,136,355,212,262,0.458157227,0.383098592,0.809160305
Andrea Bargnani,2010,537,1143,121,325,181,234,0.469816273,0.372307692,0.773504274
Al Jefferson,2010,560,1125,0,4,181,266,0.497777778,0,0.680451128
Andre Iguodala,2010,496,1120,94,303,315,430,0.442857143,0.310231023,0.73255814
Devin Harris,2010,356,884,60,217,308,386,0.402714932,0.276497696,0.797927461
Eric Gordon,2010,352,784,119,321,222,299,0.448979592,0.370716511,0.742474916
Carl Landry,2010,499,931,1,3,344,427,0.535982814,0.333333333,0.805620609
Rodney Stuckey,2010,449,1109,18,79,299,359,0.404869252,0.227848101,0.832869081
Jason Terry,2010,456,1041,136,373,232,268,0.438040346,0.36461126,0.865671642
Vince Carter,2010,434,1015,119,324,257,306,0.427586207,0.367283951,0.839869281
Manu Ginobili,2010,398,903,132,350,309,355,0.440753045,0.377142857,0.870422535
Steve Nash,2010,499,985,124,291,211,225,0.506598985,0.426116838,0.937777778
Caron Butler,2010,450,1051,42,145,264,315,0.428163654,0.289655172,0.838095238
Ray Allen,2010,464,973,145,399,231,253,0.476875642,0.363408521,0.913043478
Luis Scola,2010,560,1090,1,5,208,267,0.513761468,0.2,0.779026217
Russell Westbrook,2010,485,1160,23,104,329,422,0.418103448,0.221153846,0.779620853
Tony Parker,2010,349,716,10,34,186,246,0.487430168,0.294117647,0.756097561
Andrew Bogut,2010,473,910,0,2,149,237,0.51978022,0,0.628691983
Mo Williams,2010,378,855,159,371,177,198,0.442105263,0.428571429,0.893939394
Jason Richardson,2010,473,998,157,400,136,184,0.473947896,0.3925,0.739130435
Josh Smith,2010,504,999,0,7,261,422,0.504504505,0,0.618483412
Brandon Jennings,2010,451,1216,145,388,223,273,0.370888158,0.37371134,0.816849817
J.R. Smith,2010,428,1033,158,467,142,201,0.414327202,0.338329764,0.706467662
John Salmons,2010,437,991,118,309,253,305,0.440968718,0.381877023,0.829508197
Wilson Chandler,2010,412,860,40,150,129,160,0.479069767,0.266666667,0.80625
Baron Davis,2010,412,1015,82,296,239,291,0.40591133,0.277027027,0.821305842
Reggie Williams,2010,140,283,33,92,52,62,0.494699647,0.358695652,0.838709677
Jeff Green,2010,485,1070,104,312,165,223,0.453271028,0.333333333,0.739910314
Danilo Gallinari,2010,392,927,186,488,251,307,0.422869471,0.381147541,0.817589577
Andrew Bynum,2010,392,688,0,1,193,261,0.569767442,0,0.739463602
Trevor Ariza,2010,394,999,136,407,148,228,0.394394394,0.334152334,0.649122807
Michael Beasley,2010,468,1040,28,102,192,240,0.45,0.274509804,0.8
Marc Gasol,2010,378,651,0,1,252,376,0.580645161,0,0.670212766
Troy Murphy,2010,384,813,128,333,154,193,0.472324723,0.384384384,0.797927461
Marcus Thornton,2010,398,883,117,313,144,177,0.450736127,0.373801917,0.813559322
Kevin Garnett,2010,402,772,1,5,185,221,0.520725389,0.2,0.837104072
Al Horford,2010,467,847,1,1,213,270,0.551357733,1,0.788888889
Andray Blatche,2010,478,999,13,44,174,234,0.478478478,0.295454545,0.743589744
Rashard Lewis,2010,350,805,168,423,145,180,0.434782609,0.397163121,0.805555556
Kevin Love,2010,291,646,35,106,225,276,0.450464396,0.330188679,0.815217391
Louis Williams,2010,318,677,70,206,192,233,0.46971935,0.339805825,0.824034335
Andre Miller,2010,404,908,16,80,322,392,0.444933921,0.2,0.821428571
Kelenna Azubuike,2010,48,88,10,27,19,28,0.545454545,0.37037037,0.678571429
Nene,2010,421,717,0,2,293,416,0.587168759,0,0.704326923
Thaddeus Young,2010,382,813,48,138,114,165,0.469864699,0.347826087,0.690909091
Ben Gordon,2010,291,699,75,234,198,230,0.416309013,0.320512821,0.860869565
Allen Iverson,2010,136,316,9,25,104,131,0.430379747,0.36,0.79389313
Rajon Rondo,2010,459,904,17,80,175,282,0.507743363,0.2125,0.620567376
Jermaine O'Neal,2010,394,745,0,2,162,225,0.52885906,0,0.72
Mehmet Okur,2010,355,775,82,213,196,239,0.458064516,0.384976526,0.820083682
Jonny Flynn,2010,397,952,77,215,223,270,0.417016807,0.358139535,0.825925926
Tayshaun Prince,2010,282,580,27,73,70,98,0.486206897,0.369863014,0.714285714
Elton Brand,2010,412,858,0,1,172,233,0.48018648,0,0.738197425
Anthony Morrow,2010,329,703,140,307,101,114,0.46799431,0.456026059,0.885964912
Corey Brewer,2010,409,949,82,237,166,256,0.430979979,0.345991561,0.6484375
Beno Udrih,2010,415,841,75,199,118,141,0.493460166,0.376884422,0.836879433
Josh Howard,2010,157,388,23,86,109,139,0.404639175,0.26744186,0.784172662
Peja Stojakovic,2010,278,688,132,352,96,107,0.404069767,0.375,0.897196262
Jameer Nelson,2010,317,706,86,226,98,116,0.449008499,0.380530973,0.844827586
Jason Thompson,2010,370,784,1,10,198,277,0.471938776,0.1,0.714801444
Courtney Lee,2010,338,775,76,225,133,153,0.436129032,0.337777778,0.869281046
Darren Collison,2010,376,789,46,115,148,174,0.476552598,0.4,0.850574713
George Hill,2010,353,738,75,188,183,237,0.478319783,0.39893617,0.772151899
Richard Jefferson,2010,362,775,59,187,211,287,0.467096774,0.315508021,0.735191638
Raymond Felton,2010,388,846,60,156,132,173,0.458628842,0.384615385,0.76300578
Shaquille O'Neal,2010,262,463,0,1,112,226,0.56587473,0,0.495575221
Mike Conley,2010,369,830,82,212,139,187,0.444578313,0.386792453,0.743315508
Yi Jianlian,2010,227,563,15,41,154,193,0.403197158,0.365853659,0.797927461
Shawn Marion,2010,395,778,3,19,105,139,0.507712082,0.157894737,0.755395683
Michael Redd,2010,75,213,18,60,47,66,0.352112676,0.3,0.712121212
Rasual Butler,2010,356,870,145,432,122,145,0.409195402,0.335648148,0.84137931
Charlie Villanueva,2010,363,827,99,282,106,130,0.438935913,0.35106383,0.815384615
Andrei Kirilenko,2010,244,482,26,89,174,234,0.506224066,0.292134831,0.743589744
Raja Bell,2010,28,61,12,27,3,3,0.459016393,0.444444444,1
Anthony Tolliver,2010,193,449,50,152,103,134,0.429844098,0.328947368,0.768656716
Roy Hibbert,2010,387,782,3,6,169,224,0.49488491,0.5,0.754464286
Anthony Randolph,2010,137,309,1,5,109,136,0.443365696,0.2,0.801470588
Paul Millsap,2010,385,716,1,9,183,264,0.537709497,0.111111111,0.693181818
Kenyon Martin,2010,283,620,8,29,93,167,0.456451613,0.275862069,0.556886228
Jarrett Jack,2010,323,671,82,199,203,241,0.481371088,0.412060302,0.842323651
Boris Diaw,2010,373,773,66,206,113,147,0.482535576,0.32038835,0.768707483
