PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA,FGP,TPP,FTP
Damon Jones,2008,151,363,115,276,20,28,0.415977961,0.416666667,0.714285714
Jeff Foster,2008,205,373,0,3,86,145,0.549597855,0,0.593103448
Luke Ridnour,2008,147,368,21,71,78,91,0.399456522,0.295774648,0.857142857
Kurt Thomas,2008,195,396,0,1,53,80,0.492424242,0,0.6625
Antoine Wright,2008,136,329,32,110,46,67,0.41337386,0.290909091,0.686567164
Darius Songaila,2008,214,467,0,2,67,73,0.458244111,0,0.917808219
Stromile Swift,2008,135,265,0,2,73,109,0.509433962,0,0.669724771
Johan Petro,2008,184,439,0,1,64,87,0.419134396,0,0.735632184
Bruce Bowen,2008,174,428,90,215,45,69,0.406542056,0.418604651,0.652173913
Eduardo Najera,2008,174,368,53,147,63,89,0.472826087,0.360544218,0.707865169
Marcus Williams,2008,111,293,54,142,37,47,0.37883959,0.38028169,0.787234043
Smush Parker,2008,64,184,18,78,19,28,0.347826087,0.230769231,0.678571429
Rodney Carney,2008,158,392,38,120,55,81,0.403061224,0.316666667,0.679012346
Chris Duhon,2008,133,344,54,155,65,80,0.386627907,0.348387097,0.8125
Blake Ahearn,2008,15,57,10,34,30,31,0.263157895,0.294117647,0.967741935
Corey Brewer,2008,182,486,7,36,88,110,0.374485597,0.194444444,0.8
Gordan Giricek,2008,133,302,36,99,23,26,0.440397351,0.363636364,0.884615385
Tyronn Lue,2008,113,253,39,86,25,32,0.446640316,0.453488372,0.78125
Ime Udoka,2008,159,375,61,165,44,58,0.424,0.36969697,0.75862069
Jared Dudley,2008,163,348,9,41,87,118,0.468390805,0.219512195,0.737288136
Salim Stoudamire,2008,65,180,29,85,41,50,0.361111111,0.341176471,0.82
Kris Humphries,2008,161,333,0,2,75,124,0.483483483,0,0.60483871
Luke Jackson,2008,26,80,11,30,16,23,0.325,0.366666667,0.695652174
Anthony Johnson,2008,155,355,42,93,35,43,0.436619718,0.451612903,0.813953488
Royal Ivey,2008,149,378,35,107,85,117,0.394179894,0.327102804,0.726495726
Javaris Crittenton,2008,98,233,10,37,72,104,0.420600858,0.27027027,0.692307692
Josh Powell,2008,145,315,0,3,63,87,0.46031746,0,0.724137931
Steve Francis,2008,19,57,4,17,13,23,0.333333333,0.235294118,0.565217391
Trevor Ariza,2008,69,136,5,18,49,75,0.507352941,0.277777778,0.653333333
Shannon Brown,2008,44,126,9,30,17,29,0.349206349,0.3,0.586206897
Nene,2008,29,71,0,1,27,49,0.408450704,0,0.551020408
Damon Stoudamire,2008,120,337,50,149,27,34,0.356083086,0.33557047,0.794117647
Dan Dickau,2008,124,296,36,108,68,82,0.418918919,0.333333333,0.829268293
Reggie Evans,2008,152,346,1,1,120,257,0.439306358,1,0.46692607
Thomas Gardner,2008,9,23,3,12,0,2,0.391304348,0.25,0
Zaza Pachulia,2008,107,245,0,3,108,153,0.436734694,0,0.705882353
Aaron Brooks,2008,93,225,36,109,42,49,0.413333333,0.330275229,0.857142857
Earl Boykins,2008,61,172,14,44,49,59,0.354651163,0.318181818,0.830508475
Ruben Patterson,2008,39,86,0,2,24,43,0.453488372,0,0.558139535
Gerald Green,2008,52,151,15,39,34,41,0.344370861,0.384615385,0.829268293
Derek Anderson,2008,47,125,19,52,28,38,0.376,0.365384615,0.736842105
Mike James,2008,101,290,31,97,39,48,0.348275862,0.319587629,0.8125
Juan Dixon,2008,106,258,30,72,21,26,0.410852713,0.416666667,0.807692308
CJ Miles,2008,113,236,30,77,41,52,0.478813559,0.38961039,0.788461538
Rasual Butler,2008,91,260,44,133,26,31,0.35,0.330827068,0.838709677
Fabricio Oberto,2008,180,296,0,1,37,61,0.608108108,0,0.606557377
Ben Wallace,2008,138,352,0,4,72,169,0.392045455,0,0.426035503
Joel Przybilla,2008,144,250,0,1,83,122,0.576,0,0.680327869
Matt Bonner,2008,121,291,46,137,38,44,0.41580756,0.335766423,0.863636364
Quincy Douby,2008,132,335,42,122,48,52,0.394029851,0.344262295,0.923076923
Chucky Atkins,2008,42,122,25,79,4,9,0.344262295,0.316455696,0.444444444
Richie Frahm,2008,20,54,7,25,0,2,0.37037037,0.28,0
Spencer Hawes,2008,146,318,4,21,38,58,0.459119497,0.19047619,0.655172414
Brian Cook,2008,88,234,43,115,19,21,0.376068376,0.373913043,0.904761905
Malik Allen,2008,157,327,1,2,23,25,0.480122324,0.5,0.92
Brevin Knight,2008,138,342,0,6,62,71,0.403508772,0,0.873239437
Jeff McInnis,2008,108,249,3,19,23,30,0.43373494,0.157894737,0.766666667
Jason Smith,2008,141,310,4,14,54,82,0.45483871,0.285714286,0.658536585
Jose Juan Barea,2008,71,170,21,54,28,35,0.417647059,0.388888889,0.8
Mickael Gelabale,2008,69,157,16,37,14,18,0.439490446,0.432432432,0.777777778
Aaron Gray,2008,103,204,0,1,56,99,0.504901961,0,0.565656566
Theo Ratliff,2008,41,85,0,1,29,43,0.482352941,0,0.674418605
Acie Law,2008,95,237,7,34,38,48,0.400843882,0.205882353,0.791666667
Jacque Vaughn,2008,121,283,3,10,61,80,0.427561837,0.3,0.7625
JJ Redick,2008,48,108,17,43,27,34,0.444444444,0.395348837,0.794117647
Nick Fazekas,2008,46,82,0,2,15,22,0.56097561,0,0.681818182
Quinton Ross,2008,131,335,9,21,40,60,0.391044776,0.428571429,0.666666667
Greg Buckner,2008,45,117,15,50,19,22,0.384615385,0.3,0.863636364
Shelden Williams,2008,92,212,0,2,71,105,0.433962264,0,0.676190476
Andre Owens,2008,40,107,18,40,25,34,0.373831776,0.45,0.735294118
Stephen Graham,2008,34,58,7,14,12,16,0.586206897,0.5,0.75
Austin Croshere,2008,61,137,22,61,29,32,0.445255474,0.360655738,0.90625
Julian Wright,2008,90,169,10,24,33,52,0.532544379,0.416666667,0.634615385
Bobby Jones,2008,60,140,18,53,40,51,0.428571429,0.339622642,0.784313725
Steve Novak,2008,49,102,34,71,3,4,0.480392157,0.478873239,0.75
Ira Newble,2008,76,174,16,49,20,26,0.436781609,0.326530612,0.769230769
Donyell Marshall,2008,32,98,15,53,19,22,0.326530612,0.283018868,0.863636364
Anfernee Hardaway,2008,22,60,8,19,8,9,0.366666667,0.421052632,0.888888889
Ronnie Price,2008,88,204,26,75,26,38,0.431372549,0.346666667,0.684210526
Eddie Jones,2008,66,180,34,116,10,14,0.366666667,0.293103448,0.714285714
CJ Watson,2008,43,101,9,26,23,29,0.425742574,0.346153846,0.793103448
Arron Afflalo,2008,99,241,10,48,68,87,0.410788382,0.208333333,0.781609195
Jared Jeffries,2008,108,270,4,25,49,93,0.4,0.16,0.52688172
Alando Tucker,2008,8,22,1,4,5,6,0.363636364,0.25,0.833333333
Devean George,2008,74,207,22,68,24,34,0.357487923,0.323529412,0.705882353
Michael Harris,2008,27,54,0,2,8,13,0.5,0,0.615384615
Tarence Kinsey,2008,16,38,3,7,5,6,0.421052632,0.428571429,0.833333333
Joey Graham,2008,49,113,2,3,38,45,0.433628319,0.666666667,0.844444444
Oleksiy Pecherov,2008,44,125,17,60,20,31,0.352,0.283333333,0.64516129
Viktor Khryapa,2008,12,31,0,1,8,14,0.387096774,0,0.571428571
Awvee Storey,2008,39,89,0,7,14,29,0.438202247,0,0.482758621
Malik Rose,2008,66,180,2,7,37,51,0.366666667,0.285714286,0.725490196
Renaldo Balkman,2008,91,186,1,12,41,95,0.489247312,0.083333333,0.431578947
DerMarr Johnson,2008,7,14,3,9,0,2,0.5,0.333333333,0
Walter Herrmann,2008,56,144,20,64,21,25,0.388888889,0.3125,0.84
Brian Cardinal,2008,43,126,25,81,13,19,0.341269841,0.308641975,0.684210526
Francisco Elson,2008,92,236,0,1,26,37,0.389830508,0,0.702702703
Brian Skinner,2008,92,198,2,3,33,63,0.464646465,0.666666667,0.523809524
Dahntay Jones,2008,23,53,1,6,34,51,0.433962264,0.166666667,0.666666667
Dan Gadzuric,2008,64,154,0,1,33,63,0.415584416,0,0.523809524
Mardy Collins,2008,57,175,8,32,23,38,0.325714286,0.25,0.605263158
Sean Marks,2008,23,43,1,4,12,19,0.534883721,0.25,0.631578947
Troy Hudson,2008,9,31,4,12,6,6,0.290322581,0.333333333,1
Charles Hayes,2008,113,221,0,3,11,24,0.511312217,0,0.458333333
Darius Washington,2008,21,48,4,12,7,13,0.4375,0.333333333,0.538461538
Jason Hart,2008,58,180,11,31,38,45,0.322222222,0.35483871,0.844444444
Marco Belinelli,2008,36,93,16,41,7,9,0.387096774,0.390243902,0.777777778
Yakhouba Diawara,2008,55,134,21,66,22,31,0.410447761,0.318181818,0.709677419
Mike Wilks,2008,17,36,3,8,4,4,0.472222222,0.375,1
Eddie Gill,2008,12,31,5,15,9,9,0.387096774,0.333333333,1
Linton Johnson,2008,9,19,1,3,2,2,0.473684211,0.333333333,1
Sergio Rodriguez,2008,69,196,17,58,25,38,0.352040816,0.293103448,0.657894737
Robert Horry,2008,38,119,18,70,18,28,0.319327731,0.257142857,0.642857143
Darrell Armstrong,2008,40,110,23,69,20,30,0.363636364,0.333333333,0.666666667
Eric Piatkowski,2008,12,33,11,26,4,4,0.363636364,0.423076923,1
Lindsey Hunter,2008,22,64,7,26,7,9,0.34375,0.269230769,0.777777778
DJ Strawberry,2008,29,92,6,25,9,19,0.315217391,0.24,0.473684211
P.J. Brown,2008,14,41,0,1,11,16,0.341463415,0,0.6875
Marcus Vinicius,2008,9,20,5,12,5,11,0.45,0.416666667,0.454545455
Ryan Bowen,2008,49,100,0,1,16,29,0.49,0,0.551724138
Gabe Pruitt,2008,14,39,3,12,1,2,0.358974359,0.25,0.5
Pat Garrity,2008,27,80,8,37,4,5,0.3375,0.216216216,0.8
Casey Jacobsen,2008,39,115,16,72,13,17,0.339130435,0.222222222,0.764705882
Maurice Ager,2008,21,65,3,19,6,12,0.323076923,0.157894737,0.5
Trenton Hassell,2008,57,135,2,9,7,10,0.422222222,0.222222222,0.7
Jason Collins,2008,53,113,0,1,34,74,0.469026549,0,0.459459459
Brian Scalabrine,2008,29,94,15,46,15,20,0.308510638,0.326086957,0.75
Coby Karl,2008,9,26,4,13,8,10,0.346153846,0.307692308,0.8
Kevin Ollie,2008,29,69,0,1,12,15,0.420289855,0,0.8
Jarron Collins,2008,36,82,0,1,46,74,0.43902439,0,0.621621622
Raef LaFrentz,2008,27,61,0,4,11,19,0.442622951,0,0.578947368
Von Wafer,2008,17,61,4,26,8,12,0.278688525,0.153846154,0.666666667
Taurean Green,2008,7,25,2,11,11,12,0.28,0.181818182,0.916666667
Darrick Martin,2008,10,43,2,16,5,6,0.23255814,0.125,0.833333333
Jeremy Richardson,2008,16,44,7,19,2,2,0.363636364,0.368421053,1
Andre Barrett,2008,2,5,1,3,1,2,0.4,0.333333333,0.5
Morris Almond,2008,4,15,1,4,4,6,0.266666667,0.25,0.666666667
Dwayne Jones,2008,25,47,0,1,28,58,0.531914894,0,0.482758621
Dominic McGuire,2008,39,103,1,6,14,32,0.378640777,0.166666667,0.4375
Billy Thomas,2008,4,17,4,16,2,2,0.235294118,0.25,1
Solomon Jones,2008,12,30,0,2,11,20,0.4,0,0.55
Eric Snow,2008,6,38,0,2,10,22,0.157894737,0,0.454545455
Mario West,2008,21,49,0,4,17,26,0.428571429,0,0.653846154
Guillermo Diaz,2008,1,4,0,1,3,5,0.25,0,0.6
Dwyane Wade,2009,854,1739,88,278,590,771,0.491086832,0.316546763,0.765239948
LeBron James,2009,789,1613,132,384,594,762,0.489150651,0.34375,0.779527559
Kobe Bryant,2009,800,1712,118,336,483,564,0.46728972,0.351190476,0.856382979
Dirk Nowitzki,2009,774,1616,61,170,485,545,0.478960396,0.358823529,0.889908257
Danny Granger,2009,571,1277,182,450,404,460,0.447141738,0.404444444,0.87826087
Kevin Durant,2009,661,1390,97,230,452,524,0.475539568,0.42173913,0.86259542
Kevin Martin,2009,341,811,115,277,457,527,0.420468557,0.415162455,0.867172676
Al Jefferson,2009,485,975,0,4,186,252,0.497435897,0,0.738095238
Chris Paul,2009,631,1255,64,176,455,524,0.502788845,0.363636364,0.868320611
Carmelo Anthony,2009,535,1207,63,170,371,468,0.443247722,0.370588235,0.792735043
Chris Bosh,2009,615,1263,12,49,504,617,0.486935867,0.244897959,0.816855754
Brandon Roy,2009,633,1318,83,220,416,505,0.480273141,0.377272727,0.823762376
Antawn Jamison,2009,674,1441,112,319,341,452,0.467730743,0.351097179,0.754424779
Tony Parker,2009,639,1263,19,65,284,363,0.505938242,0.292307692,0.782369146
Amar'e Stoudemire,2009,404,749,3,7,323,387,0.539385848,0.428571429,0.834625323
Joe Johnson,2009,620,1420,149,414,299,362,0.436619718,0.359903382,0.825966851
Devin Harris,2009,455,1039,64,220,496,605,0.437921078,0.290909091,0.819834711
Michael Redd,2009,249,547,70,191,131,161,0.455210238,0.366492147,0.813664596
David West,2009,610,1292,6,25,367,415,0.472136223,0.24,0.884337349
Zach Randolph,2009,415,873,32,97,179,244,0.475372279,0.329896907,0.733606557
Vince Carter,2009,588,1345,151,392,335,410,0.437174721,0.385204082,0.817073171
Caron Butler,2009,491,1085,65,210,345,402,0.452534562,0.30952381,0.858208955
Stephen Jackson,2009,413,997,103,305,294,356,0.414242728,0.337704918,0.825842697
Ben Gordon,2009,598,1315,173,422,330,382,0.454752852,0.409952607,0.863874346
Dwight Howard,2009,560,979,0,2,504,849,0.572012257,0,0.593639576
Paul Pierce,2009,540,1181,119,304,459,553,0.457239627,0.391447368,0.830018083
Al Harrington,2009,532,1212,171,470,234,295,0.438943894,0.363829787,0.793220339
Jamal Crawford,2009,419,1022,142,394,300,344,0.409980431,0.360406091,0.872093023
Yao Ming,2009,566,1032,1,1,381,440,0.548449612,1,0.865909091
Richard Jefferson,2009,537,1222,116,292,417,518,0.439443535,0.397260274,0.805019305
Jason Terry,2009,541,1168,167,456,198,225,0.463184932,0.36622807,0.88
Deron Williams,2009,463,984,70,226,326,384,0.470528455,0.309734513,0.848958333
Tim Duncan,2009,558,1107,0,2,334,483,0.504065041,0,0.691511387
Monta Ellis,2009,194,430,8,26,78,94,0.451162791,0.307692308,0.829787234
Rudy Gay,2009,572,1262,85,242,264,344,0.453248811,0.351239669,0.76744186
Pau Gasol,2009,592,1045,1,2,343,439,0.566507177,0.5,0.781321185
Andre Iguodala,2009,542,1147,80,261,377,521,0.472537053,0.30651341,0.723608445
Corey Maggette,2009,292,634,24,95,342,415,0.460567823,0.252631579,0.824096386
O.J. Mayo,2009,562,1283,145,378,247,281,0.438035853,0.383597884,0.879003559
John Salmons,2009,516,1093,126,302,288,347,0.472095151,0.417218543,0.829971182
Richard Hamilton,2009,466,1043,70,190,223,263,0.446788111,0.368421053,0.847908745
Ray Allen,2009,499,1040,199,486,237,249,0.479807692,0.409465021,0.951807229
LaMarcus Aldridge,2009,601,1243,7,28,261,334,0.483507643,0.25,0.781437126
Josh Howard,2009,353,783,58,168,172,220,0.45083014,0.345238095,0.781818182
Mo Williams,2009,526,1126,183,420,208,228,0.46714032,0.435714286,0.912280702
Shaquille O'Neal,2009,512,841,0,1,309,519,0.608799049,0,0.595375723
Rashard Lewis,2009,478,1089,220,554,225,269,0.438934803,0.397111913,0.836431227
Chauncey Billups,2009,410,980,162,397,418,458,0.418367347,0.408060453,0.912663755
Allen Iverson,2009,348,834,28,99,271,347,0.417266187,0.282828283,0.780979827
Nate Robinson,2009,449,1028,125,385,249,296,0.436770428,0.324675325,0.841216216
Metta World Peace,2009,416,1037,153,383,196,262,0.401157184,0.399477807,0.748091603
Mehmet Okur,2009,431,888,90,202,273,334,0.48536036,0.445544554,0.817365269
Jason Richardson,2009,465,974,129,325,153,199,0.477412731,0.396923077,0.768844221
Al Thornton,2009,469,1051,20,79,236,313,0.446241675,0.253164557,0.75399361
Hedo Turkoglu,2009,423,1025,134,376,314,389,0.412682927,0.356382979,0.807197943
Derrick Rose,2009,574,1208,16,72,197,250,0.475165563,0.222222222,0.788
Jameer Nelson,2009,267,531,82,181,86,97,0.502824859,0.453038674,0.886597938
Gerald Wallace,2009,389,811,39,131,365,454,0.479654747,0.297709924,0.803964758
Jeff Green,2009,476,1068,96,247,242,307,0.445692884,0.388663968,0.788273616
Andre Miller,2009,492,1041,15,53,338,409,0.472622478,0.283018868,0.826405868
Randy Foye,2009,399,981,111,308,230,272,0.406727829,0.36038961,0.845588235
Charlie Villanueva,2009,487,1089,89,258,201,240,0.447199265,0.34496124,0.8375
Eric Gordon,2009,411,901,131,337,299,350,0.456159822,0.388724036,0.854285714
David Lee,2009,522,951,0,3,249,330,0.548895899,0,0.754545455
Kevin Garnett,2009,393,740,2,8,111,132,0.531081081,0.25,0.840909091
Steve Nash,2009,428,851,108,246,196,210,0.50293772,0.43902439,0.933333333
Tracy McGrady,2009,188,485,44,117,125,156,0.387628866,0.376068376,0.801282051
Josh Smith,2009,418,849,26,87,211,359,0.492343934,0.298850575,0.587743733
Manu Ginobili,2009,223,491,69,209,168,190,0.454175153,0.330143541,0.884210526
Andrea Bargnani,2009,431,958,119,291,221,266,0.449895616,0.408934708,0.830827068
Russell Westbrook,2009,436,1095,35,129,349,428,0.398173516,0.271317829,0.815420561
Thaddeus Young,2009,475,960,56,164,139,189,0.494791667,0.341463415,0.735449735
J.R. Smith,2009,424,950,180,453,205,272,0.446315789,0.397350993,0.753676471
Mike Dunleavy,2009,93,232,32,90,53,65,0.400862069,0.355555556,0.815384615
T.J. Ford,2009,413,913,35,104,245,281,0.452354874,0.336538462,0.871886121
Baron Davis,2009,355,959,99,328,159,210,0.370177268,0.301829268,0.757142857
Mike Bibby,2009,437,1005,167,428,135,171,0.434825871,0.390186916,0.789473684
Nene,2009,428,709,1,5,266,368,0.603667137,0.2,0.722826087
Wilson Chandler,2009,455,1054,103,314,171,215,0.431688805,0.328025478,0.795348837
Kelenna Azubuike,2009,392,845,94,210,185,229,0.463905325,0.447619048,0.807860262
Troy Murphy,2009,364,767,161,358,152,184,0.474576271,0.44972067,0.826086957
Leandro Barbosa,2009,366,759,90,240,171,194,0.482213439,0.375,0.881443299
Tayshaun Prince,2009,459,1020,56,141,189,243,0.45,0.397163121,0.777777778
Raymond Felton,2009,442,1083,59,207,219,272,0.408125577,0.285024155,0.805147059
Luol Deng,2009,265,591,8,20,152,191,0.448392555,0.4,0.795811518
Michael Beasley,2009,452,957,33,81,186,241,0.4723093,0.407407407,0.771784232
Marvin Williams,2009,285,622,55,155,220,273,0.458199357,0.35483871,0.805860806
Cuttino Mobley,2009,63,146,12,35,13,18,0.431506849,0.342857143,0.722222222
Ronnie Brewer,2009,421,828,22,85,247,352,0.508454106,0.258823529,0.701704545
Marquis Daniels,2009,311,689,18,90,93,129,0.45137881,0.2,0.720930233
Paul Millsap,2009,400,749,0,4,228,326,0.534045394,0,0.699386503
Rodney Stuckey,2009,401,913,23,78,233,290,0.439211391,0.294871795,0.803448276
Ryan Gomes,2009,420,974,106,285,146,181,0.431211499,0.371929825,0.806629834
Peja Stojakovic,2009,287,719,145,384,93,104,0.399165508,0.377604167,0.894230769
Jermaine O'Neal,2009,365,770,0,1,175,222,0.474025974,0,0.788288288
Boris Diaw,2009,448,884,75,181,101,147,0.50678733,0.414364641,0.68707483
Jarrett Jack,2009,386,853,78,221,224,263,0.452520516,0.352941176,0.851711027
Brook Lopez,2009,448,844,0,2,172,217,0.530805687,0,0.792626728
Gilbert Arenas,2009,6,23,2,7,12,16,0.260869565,0.285714286,0.75
Shawn Marion,2009,382,788,10,53,117,147,0.484771574,0.188679245,0.795918367
Zydrunas Ilgauskas,2009,342,724,15,39,139,174,0.472375691,0.384615385,0.798850575
Jose Calderon,2009,320,644,82,202,151,154,0.49689441,0.405940594,0.980519481
Louis Williams,2009,336,844,63,220,304,385,0.398104265,0.286363636,0.78961039
Travis Outlaw,2009,385,850,89,236,175,242,0.452941176,0.377118644,0.723140496
Luis Scola,2009,424,799,0,3,196,258,0.530663329,0,0.759689922
Francisco Garcia,2009,295,665,88,221,146,178,0.443609023,0.398190045,0.820224719
Ramon Sessions,2009,345,775,6,34,281,354,0.44516129,0.176470588,0.793785311
Ronald Murray,2009,355,795,87,242,177,233,0.446540881,0.359504132,0.759656652
Rasheed Wallace,2009,302,720,113,319,78,101,0.419444444,0.354231975,0.772277228
Grant Hill,2009,390,745,24,76,181,224,0.523489933,0.315789474,0.808035714
Raja Bell,2009,299,684,114,271,87,102,0.437134503,0.420664207,0.852941176
Rajon Rondo,2009,383,759,15,48,172,268,0.504611331,0.3125,0.641791045
Marc Gasol,2009,350,661,0,1,275,375,0.529500756,0,0.733333333
Brad Miller,2009,292,614,23,56,224,272,0.475570033,0.410714286,0.823529412
Drew Gooden,2009,237,506,0,4,131,156,0.468379447,0,0.83974359
Andris Biedrins,2009,308,533,0,1,119,216,0.577861163,0,0.550925926
Roger Mason Jr.,2009,349,822,166,394,105,118,0.424574209,0.421319797,0.889830508
D.J. Augustin,2009,267,621,108,246,208,233,0.429951691,0.43902439,0.892703863
Delonte West,2009,285,624,91,228,90,108,0.456730769,0.399122807,0.833333333
Rafer Alston,2009,316,820,112,331,156,208,0.385365854,0.33836858,0.75
Kenyon Martin,2009,318,648,14,38,119,197,0.490740741,0.368421053,0.604060914
Larry Hughes,2009,224,557,75,193,117,145,0.402154399,0.388601036,0.806896552
Hakim Warrick,2009,340,693,5,23,266,374,0.490620491,0.217391304,0.711229947
Andrei Kirilenko,2009,256,570,20,73,244,311,0.449122807,0.273972603,0.784565916
Al Horford,2009,312,594,0,1,149,205,0.525252525,0,0.726829268
Andres Nocioni,2009,299,701,124,311,145,183,0.426533524,0.398713826,0.792349727
Spencer Hawes,2009,373,800,40,115,90,136,0.46625,0.347826087,0.661764706
Lamar Odom,2009,346,703,33,103,160,257,0.492176387,0.32038835,0.622568093
Rasual Butler,2009,348,803,140,359,86,110,0.433374844,0.389972145,0.781818182
Aaron Brooks,2009,316,783,113,309,149,172,0.40357599,0.365695793,0.86627907
Chris Duhon,2009,287,681,127,325,179,209,0.42143906,0.390769231,0.85645933
Jason Thompson,2009,356,717,0,8,198,286,0.49651325,0,0.692307692
Kevin Love,2009,316,688,2,19,265,336,0.459302326,0.105263158,0.788690476
Steve Blake,2009,277,647,140,328,63,75,0.42812983,0.426829268,0.84
Beno Udrih,2009,321,696,35,113,123,150,0.461206897,0.309734513,0.82
Mike Conley,2009,323,730,88,217,161,197,0.442465753,0.405529954,0.817258883
Nick Young,2009,336,756,56,164,164,193,0.444444444,0.341463415,0.849740933
Tyrus Thomas,2009,308,683,3,9,238,304,0.450951684,0.333333333,0.782894737
Anthony Parker,2009,321,754,94,241,121,145,0.425729443,0.390041494,0.834482759
Rudy Fernandez,2009,268,630,159,398,120,143,0.425396825,0.399497487,0.839160839
Marcus Camby,2009,254,496,1,4,132,182,0.512096774,0.25,0.725274725
Matt Barnes,2009,285,674,117,341,101,136,0.422848665,0.343108504,0.742647059
Quentin Richardson,2009,262,667,120,329,89,117,0.392803598,0.364741641,0.760683761
Anthony Morrow,2009,255,534,86,184,80,92,0.47752809,0.467391304,0.869565217
Craig Smith,2009,289,514,0,1,168,248,0.562256809,0,0.677419355
Andray Blatche,2009,297,630,5,21,114,162,0.471428571,0.238095238,0.703703704
Mario Chalmers,2009,278,662,114,311,148,193,0.419939577,0.366559486,0.766839378
Derek Fisher,2009,292,688,120,302,110,130,0.424418605,0.397350993,0.846153846
Linas Kleiza,2009,289,646,87,267,148,204,0.447368421,0.325842697,0.725490196
Mike Miller,2009,264,548,85,225,109,149,0.481751825,0.377777778,0.731543624
Kirk Hinrich,2009,183,419,69,169,68,86,0.436754177,0.408284024,0.790697674
Sebastian Telfair,2009,267,697,73,211,131,160,0.383070301,0.345971564,0.81875
Keyon Dooling,2009,261,598,99,235,127,154,0.436454849,0.421276596,0.824675325
Michael Finley,2009,301,689,131,319,51,62,0.436865022,0.410658307,0.822580645
Von Wafer,2009,229,512,64,164,88,117,0.447265625,0.390243902,0.752136752
Luke Ridnour,2009,250,621,55,157,133,153,0.40257649,0.350318471,0.869281046
Rashad McCants,2009,192,488,63,189,107,141,0.393442623,0.333333333,0.758865248
CJ Watson,2009,257,562,48,120,168,193,0.457295374,0.4,0.870466321
Mickael Pietrus,2009,176,426,80,223,78,110,0.41314554,0.358744395,0.709090909
Carl Landry,2009,240,418,1,3,157,193,0.574162679,0.333333333,0.813471503
Daequan Cook,2009,242,645,153,395,49,56,0.375193798,0.387341772,0.875
CJ Miles,2009,258,562,63,179,78,89,0.459074733,0.351955307,0.876404494
Kyle Korver,2009,245,560,103,267,112,127,0.4375,0.38576779,0.881889764
Jason Kidd,2009,257,618,131,323,86,105,0.415857605,0.405572755,0.819047619
James Posey,2009,216,524,116,314,120,146,0.41221374,0.369426752,0.821917808
Trevor Ariza,2009,274,596,61,191,120,169,0.459731544,0.319371728,0.710059172
Marco Belinelli,2009,140,317,52,131,40,52,0.441640379,0.396946565,0.769230769
Mike James,2009,197,514,69,184,68,82,0.383268482,0.375,0.829268293
Jarvis Hayes,2009,257,577,94,244,36,52,0.445407279,0.385245902,0.692307692
Yi Jianlian,2009,191,500,48,140,95,123,0.382,0.342857143,0.772357724
Anderson Varejao,2009,270,504,0,2,154,250,0.535714286,0,0.616
Eddie House,2009,249,560,151,340,42,53,0.444642857,0.444117647,0.79245283
Kendrick Perkins,2009,276,478,0,2,96,160,0.577405858,0,0.6
Tim Thomas,2009,189,438,78,189,89,121,0.431506849,0.412698413,0.73553719
Brandon Bass,2009,252,508,0,6,182,210,0.496062992,0,0.866666667
Willie Green,2009,286,658,51,161,62,85,0.434650456,0.316770186,0.729411765
Courtney Lee,2009,243,540,82,203,78,94,0.45,0.403940887,0.829787234
Charlie Bell,2009,217,524,87,240,66,80,0.414122137,0.3625,0.825
Brandan Wright,2009,130,246,0,4,63,85,0.528455285,0,0.741176471
Nick Collison,2009,243,428,0,2,98,136,0.567757009,0,0.720588235
Matt Bonner,2009,266,536,118,268,17,23,0.496268657,0.440298507,0.739130435
Jason Kapono,2009,261,604,98,229,34,42,0.432119205,0.427947598,0.80952381
Brandon Rush,2009,243,575,78,209,46,66,0.422608696,0.373205742,0.696969697
Anthony Randolph,2009,199,431,0,4,101,141,0.461716937,0,0.716312057
Bobby Simmons,2009,198,441,117,262,43,58,0.448979592,0.446564885,0.74137931
Jose Juan Barea,2009,246,557,55,154,70,93,0.441651706,0.357142857,0.752688172
Daniel Gibson,2009,206,527,108,283,66,86,0.390891841,0.381625442,0.76744186
Tony Allen,2009,137,284,6,27,79,109,0.482394366,0.222222222,0.724770642
Marreese Speights,2009,252,502,2,8,102,132,0.501992032,0.25,0.772727273
Joey Graham,2009,231,480,3,16,132,160,0.48125,0.1875,0.825
Kyle Lowry,2009,189,434,25,98,181,226,0.435483871,0.255102041,0.800884956
Desmond Mason,2009,124,285,0,3,46,85,0.435087719,0,0.541176471
Bobby Jackson,2009,193,485,60,197,86,101,0.397938144,0.304568528,0.851485149
Ryan Anderson,2009,160,407,69,189,98,116,0.393120393,0.365079365,0.844827586
Darius Songaila,2009,243,457,0,1,80,90,0.531728665,0,0.888888889
Antoine Wright,2009,179,431,45,149,71,95,0.415313225,0.302013423,0.747368421
Fred Jones,2009,129,317,54,147,66,81,0.406940063,0.367346939,0.814814815
Shane Battier,2009,145,354,91,237,55,67,0.40960452,0.383966245,0.820895522
Luc Mbah a Moute,2009,227,491,0,4,140,192,0.462321792,0,0.729166667
Jamario Moon,2009,222,474,65,183,68,80,0.46835443,0.355191257,0.85
Chris Wilcox,2009,184,370,0,4,79,140,0.497297297,0,0.564285714
Will Bynum,2009,156,342,3,19,95,119,0.456140351,0.157894737,0.798319328
Maurice Evans,2009,208,482,98,248,60,73,0.43153527,0.39516129,0.821917808
